worker_id,gender,english_first_language,age_group,education,mean_toxicity_score
124,male,0,30-45,bachelors,0.0875
286,female,1,30-45,bachelors,0.11572052401746726
2448,female,0,18-30,bachelors,-0.12984054669703873
2418,male,0,30-45,bachelors,0.3772455089820359
1891,female,0,30-45,hs,0.544392523364486
1026,male,1,45-60,masters,0.14831460674157304
2111,male,0,30-45,bachelors,-0.034403669724770644
2300,male,0,18-30,hs,0.1288056206088993
2967,male,0,18-30,hs,0.04491725768321513
338,male,0,30-45,professional,0.7154989384288747
319,female,0,18-30,professional,0.6470588235294118
840,male,0,18-30,hs,0.13596491228070176
130,female,0,18-30,hs,0.012552301255230125
790,male,0,18-30,bachelors,0.08705882352941176
2592,female,0,30-45,bachelors,0.7692307692307693
3171,male,1,18-30,hs,0.029411764705882353
3212,male,0,18-30,doctorate,0.7940503432494279
1330,female,1,,bachelors,-0.01366742596810934
508,male,0,18-30,hs,-0.10421286031042129
1304,male,0,,bachelors,0.7039473684210527
349,male,0,18-30,bachelors,0.1111111111111111
472,female,0,18-30,bachelors,0.06564551422319474
1178,male,0,30-45,professional,0.7265415549597856
90,female,0,18-30,hs,0.6859504132231405
2495,male,0,45-60,bachelors,0.004629629629629629
270,male,0,18-30,bachelors,0.11904761904761904
2230,male,0,18-30,bachelors,0.3826291079812207
4220,male,0,45-60,masters,-0.07216494845360824
2455,female,0,18-30,bachelors,0.7235023041474654
2837,male,0,30-45,bachelors,0.706855791962175
333,female,0,18-30,hs,0.0873015873015873
1046,male,0,30-45,masters,0.13053097345132744
1036,male,0,18-30,some,0.01179245283018868
2804,male,0,30-45,bachelors,0.6558891454965358
2549,male,0,18-30,bachelors,0.4054669703872437
1910,male,1,18-30,hs,-0.07294117647058823
415,female,1,30-45,hs,-0.11655011655011654
3173,male,0,18-30,hs,0.06619385342789598
1746,male,0,18-30,bachelors,0.9442896935933147
1025,female,0,18-30,professional,0.3930131004366812
3355,male,0,30-45,bachelors,-0.19444444444444445
3222,male,0,45-60,hs,0.7488584474885844
1058,male,0,30-45,bachelors,0.9844961240310077
2112,female,0,18-30,bachelors,0.04387990762124711
655,male,0,18-30,bachelors,0.5173913043478261
4150,female,1,18-30,masters,0.018518518518518517
1691,male,0,18-30,professional,-0.31983805668016196
1830,female,0,18-30,bachelors,0.4519906323185012
3121,female,0,18-30,bachelors,-0.19047619047619047
33,female,0,30-45,doctorate,0.6860986547085202
679,male,1,18-30,masters,0.059322033898305086
1569,male,0,45-60,hs,0.7016317016317016
3431,female,0,30-45,bachelors,-0.038461538461538464
1593,male,0,Under 18,hs,0.44954128440366975
599,male,0,30-45,hs,-0.16335540838852097
387,male,0,18-30,hs,0.8883720930232558
2171,male,0,30-45,doctorate,0.5741176470588235
1864,female,1,45-60,hs,-0.026595744680851064
1660,female,1,30-45,bachelors,0.6773455377574371
855,male,0,,bachelors,0.8333333333333334
2499,female,1,45-60,hs,0.5957943925233645
1999,male,0,18-30,professional,0.6304849884526559
2750,female,0,45-60,bachelors,0.24929178470254956
1755,male,0,18-30,bachelors,-0.057208237986270026
2918,female,0,30-45,bachelors,0.648960739030023
2737,male,0,45-60,bachelors,-0.09490740740740741
2756,male,0,18-30,bachelors,0.7049180327868853
2312,female,0,30-45,hs,0.7633410672853829
1110,male,0,Under 18,bachelors,0.21300448430493274
4067,male,0,Under 18,hs,0.5625
1852,female,0,30-45,hs,-0.10211267605633803
252,male,0,30-45,bachelors,-0.055900621118012424
2281,male,1,18-30,bachelors,0.41244239631336405
1992,female,0,18-30,some,-0.1431924882629108
247,male,0,18-30,hs,0.3864864864864865
1607,male,0,30-45,hs,0.06557377049180328
4072,male,0,30-45,bachelors,0.5735294117647058
3716,male,0,18-30,hs,-0.015113350125944584
1568,male,0,18-30,bachelors,0.3822843822843823
3461,male,0,30-45,professional,0.37962962962962965
3591,male,0,30-45,masters,0.36018957345971564
1859,male,0,18-30,hs,0.8325991189427313
2120,male,1,30-45,masters,0.05827505827505827
1231,male,0,18-30,bachelors,0.13073394495412843
1535,male,0,18-30,bachelors,0.5022727272727273
2203,male,0,18-30,masters,0.08584686774941995
2960,female,0,18-30,professional,0.5249406175771971
1328,female,0,18-30,masters,-0.2
1361,male,0,30-45,hs,-0.4977973568281938
2513,female,0,30-45,bachelors,0.7086247086247086
3294,male,0,18-30,bachelors,0.5638051044083526
2347,male,0,18-30,bachelors,-0.11428571428571428
1483,female,0,18-30,professional,0.5543478260869565
1252,male,0,18-30,hs,0.5605381165919282
2446,male,0,30-45,hs,-0.041666666666666664
503,male,0,18-30,hs,0.5578947368421052
2489,male,0,18-30,masters,-0.0047169811320754715
451,male,0,30-45,professional,0.06572769953051644
3182,female,1,30-45,bachelors,0.40860215053763443
1375,male,0,18-30,bachelors,-0.21939953810623555
2372,male,0,18-30,masters,0.0069124423963133645
4145,male,0,30-45,professional,0.8708133971291866
2961,male,0,18-30,bachelors,0.18604651162790697
551,male,0,30-45,bachelors,0.5890736342042755
1596,male,0,18-30,hs,0.7612612612612613
3008,male,0,18-30,hs,0.5754189944134078
607,male,0,30-45,bachelors,0.07423580786026202
869,male,0,18-30,hs,0.6884875846501128
2214,male,1,18-30,doctorate,0.016129032258064516
2341,male,0,45-60,bachelors,0.11943793911007025
1836,female,0,18-30,professional,0.3853658536585366
2903,female,1,18-30,bachelors,0.5862068965517241
1861,male,1,18-30,hs,0.6746411483253588
2449,male,0,18-30,bachelors,0.6353591160220995
875,male,0,18-30,professional,-0.06387665198237885
1068,male,0,Under 18,some,0.6278409090909091
96,male,0,18-30,bachelors,0.7391304347826086
3247,male,0,30-45,masters,0.6146572104018913
1211,male,0,Under 18,hs,0.11434977578475336
426,male,0,18-30,professional,0.14067278287461774
4135,male,1,18-30,doctorate,-0.125
2363,male,0,18-30,masters,0.8082191780821918
601,male,0,,hs,-0.017130620985010708
1170,male,0,18-30,professional,-0.09862385321100918
4111,male,0,30-45,masters,0.5225225225225225
1464,female,0,30-45,masters,0.4014336917562724
1516,male,0,18-30,professional,-0.08056872037914692
4192,male,0,30-45,bachelors,0.441340782122905
3141,male,0,18-30,hs,0.3403755868544601
888,male,0,18-30,hs,0.2403560830860534
1789,male,1,30-45,bachelors,0.3418013856812933
2740,male,1,18-30,doctorate,0.0911214953271028
1640,male,0,18-30,hs,0.7579250720461095
1533,male,0,18-30,professional,0.6124031007751938
1491,male,0,18-30,some,-0.04608294930875576
1403,male,1,18-30,bachelors,0.5011600928074246
841,male,0,30-45,bachelors,0.012958963282937365
2453,male,0,30-45,hs,-0.002331002331002331
4074,male,0,30-45,masters,-0.12064965197215777
1072,female,0,30-45,bachelors,0.2916666666666667
2365,male,0,18-30,professional,-0.10368663594470046
3889,male,0,18-30,bachelors,-0.07377049180327869
1019,female,0,30-45,professional,-0.08
907,female,0,30-45,hs,0.44819819819819817
3890,male,1,45-60,bachelors,0.24121779859484777
462,male,0,18-30,masters,0.16150442477876106
1337,male,0,18-30,bachelors,0.3211920529801324
3089,male,0,18-30,bachelors,-0.039660056657223795
1618,female,0,45-60,bachelors,-0.11655011655011654
1069,female,0,18-30,some,0.26239067055393583
2578,female,0,18-30,bachelors,0.37037037037037035
457,female,0,30-45,professional,0.5185185185185185
1469,female,1,,bachelors,0.34813084112149534
3623,male,0,18-30,bachelors,0.5185185185185185
2221,male,1,45-60,professional,0.41435185185185186
1115,male,0,18-30,bachelors,-0.11791383219954649
2311,male,0,18-30,professional,-0.02576112412177986
1207,female,0,30-45,hs,0.3386243386243386
1067,male,0,30-45,masters,0.5
3873,female,1,18-30,hs,0.14743589743589744
4285,male,0,18-30,hs,-0.09302325581395349
1318,male,0,18-30,bachelors,-0.06293706293706294
3600,female,1,45-60,professional,0.38
3505,male,0,30-45,masters,-0.12941176470588237
596,male,0,30-45,bachelors,-0.06293706293706294
857,male,0,18-30,professional,-0.11389521640091116
1665,female,0,30-45,hs,0.87248322147651
2528,male,1,18-30,professional,0.2576112412177986
3559,male,0,30-45,hs,0.07335907335907337
2367,male,0,30-45,masters,-0.08196721311475409
1681,female,1,30-45,hs,0.7789473684210526
2730,male,0,30-45,bachelors,0.21100917431192662
1739,male,0,18-30,hs,-0.07834101382488479
695,female,0,30-45,bachelors,0.6635294117647059
2411,male,0,18-30,hs,0.1928374655647383
366,male,0,30-45,hs,0.14225941422594143
1092,male,0,30-45,bachelors,-0.013761467889908258
384,male,0,18-30,professional,0.4188034188034188
75,male,0,18-30,professional,0.09563409563409564
2770,female,0,30-45,masters,0.2714285714285714
428,male,0,Under 18,hs,0.23739495798319327
1390,female,0,30-45,bachelors,-0.14055299539170507
988,male,0,18-30,hs,0.6085011185682326
3181,male,0,18-30,bachelors,0.04976303317535545
4017,male,0,30-45,bachelors,0.31116389548693585
244,male,1,18-30,bachelors,0.10367170626349892
1475,male,0,30-45,hs,0.015945330296127564
3175,male,0,30-45,bachelors,0.1405152224824356
1958,male,0,30-45,bachelors,0.5558139534883721
932,male,1,18-30,bachelors,0.29004329004329005
3945,male,0,18-30,hs,-0.15839243498817968
2227,male,0,45-60,bachelors,-0.104
3697,female,1,18-30,hs,0.6935483870967742
68,male,0,18-30,professional,0.12903225806451613
1934,female,0,18-30,bachelors,0.6613272311212814
3007,male,0,18-30,professional,-0.06398104265402843
1059,male,0,30-45,hs,0.1013215859030837
2473,female,0,45-60,bachelors,0.3002309468822171
112,male,0,18-30,hs,0.16594827586206898
1085,female,0,45-60,professional,0.19594594594594594
1468,male,0,18-30,bachelors,0.44110854503464203
1259,male,1,18-30,bachelors,-0.09865470852017937
984,male,0,30-45,bachelors,-0.05921052631578947
3761,male,1,30-45,bachelors,0.5945330296127562
163,male,0,30-45,professional,-0.09162303664921466
972,male,0,45-60,hs,-0.02654867256637168
610,female,0,30-45,hs,0.2670940170940171
992,male,0,30-45,masters,-0.08296943231441048
1939,female,0,18-30,masters,0.39710144927536234
2923,male,0,30-45,professional,0.6018306636155606
2052,male,0,30-45,professional,0.8534278959810875
453,male,0,18-30,bachelors,0.6864608076009501
422,female,0,30-45,bachelors,-0.06739130434782609
2415,male,0,18-30,hs,0.15454545454545454
2996,male,1,30-45,hs,0.6761904761904762
145,male,0,18-30,professional,0.3548387096774194
2388,male,0,45-60,professional,0.5957943925233645
4283,female,0,30-45,masters,0.22488038277511962
439,male,0,30-45,masters,0.1696035242290749
3662,female,1,30-45,hs,0.6247030878859857
4085,male,0,18-30,hs,0.28205128205128205
3524,male,0,18-30,bachelors,0.2400932400932401
633,male,0,30-45,masters,0.04657534246575343
1256,male,0,18-30,bachelors,0.4584269662921348
2713,male,1,18-30,bachelors,0.19444444444444445
731,male,0,18-30,masters,-0.0651685393258427
497,female,0,30-45,bachelors,0.11850311850311851
1070,male,0,30-45,hs,-0.08274231678486997
942,female,0,45-60,some,0.009216589861751152
870,male,0,30-45,bachelors,0.5327102803738317
280,male,0,18-30,hs,0.05154639175257732
849,male,0,30-45,masters,0.3436123348017621
3525,female,1,45-60,professional,0.33568075117370894
1038,female,1,45-60,hs,-0.17814726840855108
2251,male,1,45-60,hs,0.050808314087759814
464,male,1,30-45,bachelors,0.48558758314855877
1810,male,0,18-30,bachelors,0.2054794520547945
970,male,0,45-60,bachelors,0.4745011086474501
2253,male,0,18-30,hs,0.18604651162790697
748,male,1,18-30,masters,-0.05411255411255411
1822,male,1,30-45,bachelors,0.22350230414746544
3488,male,0,30-45,professional,0.21830985915492956
4249,male,0,18-30,bachelors,0.0071090047393364926
1916,male,0,18-30,some,0.2677725118483412
1300,male,0,18-30,hs,-0.040632054176072234
771,male,0,18-30,hs,0.5661605206073753
2623,male,0,18-30,bachelors,0.13073394495412843
2479,female,1,30-45,bachelors,0.2555066079295154
872,male,0,30-45,bachelors,0.4954954954954955
1620,male,1,18-30,none,0.696551724137931
4258,female,0,18-30,bachelors,-0.04516129032258064
25,male,0,30-45,masters,0.11777301927194861
577,male,0,30-45,hs,0.08387096774193549
1881,male,0,30-45,hs,0.2557603686635945
1768,male,0,18-30,hs,0.7146464646464646
1296,male,0,Over 60,bachelors,0.10722610722610723
3653,male,0,30-45,hs,0.4708994708994709
57,male,0,18-30,bachelors,0.4883227176220807
1465,female,1,45-60,hs,0.15289256198347106
1956,male,0,18-30,hs,0.632420091324201
1967,female,0,30-45,masters,0.4372093023255814
308,male,0,18-30,professional,0.28421052631578947
1341,male,0,Under 18,bachelors,0.7639198218262806
1443,female,0,30-45,professional,0.6224719101123596
2417,female,0,30-45,masters,0.35990888382687924
3645,female,0,45-60,bachelors,0.42042755344418054
3073,female,0,30-45,masters,0.023809523809523808
2847,male,1,30-45,bachelors,-0.06818181818181818
1087,female,0,30-45,professional,0.13238770685579196
246,male,1,30-45,bachelors,-0.024498886414253896
1856,female,0,30-45,professional,-0.06791569086651054
725,male,0,30-45,bachelors,-0.06941431670281996
1024,male,0,18-30,masters,-0.01707317073170732
3191,male,0,30-45,bachelors,0.1889400921658986
2484,female,0,45-60,bachelors,0.013636363636363636
419,female,0,30-45,masters,0.05555555555555555
3373,male,0,18-30,bachelors,-0.042704626334519574
2488,male,1,45-60,some,0.25170068027210885
3661,male,0,18-30,professional,0.5629453681710214
3751,male,1,18-30,bachelors,0.05152224824355972
20,male,0,30-45,hs,0.7154989384288747
1173,male,0,18-30,hs,-0.05921052631578947
2459,female,0,18-30,hs,-0.10621761658031088
1474,male,1,30-45,bachelors,0.2292134831460674
2376,female,0,18-30,masters,0.04275534441805225
3698,female,1,18-30,bachelors,-0.0944700460829493
2403,female,0,30-45,bachelors,0.4081145584725537
3178,male,0,30-45,masters,-0.109375
1778,female,0,18-30,bachelors,-0.012077294685990338
715,male,0,18-30,hs,-0.011363636363636364
150,male,0,45-60,hs,0.49272349272349275
2089,male,0,30-45,professional,0.2192513368983957
3858,male,0,18-30,bachelors,0.7617924528301887
2037,male,0,Under 18,hs,0.72
1941,female,0,30-45,bachelors,0.5827338129496403
4117,female,0,45-60,bachelors,0.6456692913385826
971,female,1,30-45,professional,-0.28348214285714285
1853,male,0,30-45,some,-0.17798594847775176
2937,male,1,30-45,masters,-0.1048951048951049
3614,male,0,30-45,bachelors,0.6470588235294118
4001,female,0,45-60,doctorate,0.06382978723404255
2436,male,0,Under 18,hs,0.5660377358490566
3642,male,0,30-45,professional,0.4444444444444444
507,male,0,45-60,bachelors,0.394273127753304
3184,female,0,45-60,bachelors,0.014150943396226415
2544,female,1,18-30,hs,0.027522935779816515
2179,male,0,45-60,professional,0.3424124513618677
3874,male,0,18-30,bachelors,-0.13513513513513514
2962,male,0,18-30,hs,-0.10755148741418764
62,female,0,30-45,bachelors,0.5854700854700855
2261,male,0,18-30,bachelors,0.1794871794871795
2535,female,1,,bachelors,0.5448113207547169
2104,male,0,30-45,bachelors,0.33796296296296297
1619,female,0,18-30,bachelors,0.2517482517482518
95,male,0,30-45,hs,0.5912863070539419
2698,male,0,18-30,hs,0.6094890510948905
220,male,1,18-30,masters,0.7674943566591422
2530,male,1,18-30,masters,0.9907407407407407
1719,male,1,18-30,bachelors,0.6712328767123288
2716,female,0,45-60,masters,-0.03225806451612903
2675,male,1,30-45,hs,0.24941176470588236
1214,male,0,18-30,bachelors,0.6674259681093394
678,male,0,30-45,masters,-0.06935123042505593
2386,male,0,18-30,masters,0.2211764705882353
1287,male,0,18-30,bachelors,0.36
917,male,0,18-30,bachelors,-0.19522776572668113
2753,male,0,18-30,bachelors,0.5571428571428572
3562,male,1,18-30,bachelors,0.7072599531615925
4194,male,0,30-45,hs,0.11538461538461539
805,male,1,18-30,some,0.597872340425532
3922,female,0,18-30,masters,-0.12
1016,male,0,30-45,bachelors,0.15363881401617252
1159,male,0,30-45,masters,-0.11777777777777777
1405,female,0,30-45,masters,-0.12672811059907835
906,male,0,30-45,bachelors,-0.011933174224343675
1154,female,1,18-30,some,0.4618834080717489
377,male,0,18-30,hs,-0.02654867256637168
2323,male,0,30-45,masters,0.1655011655011655
2718,female,0,18-30,hs,0.7129629629629629
1140,male,0,30-45,hs,0.3042505592841163
316,male,0,30-45,professional,0.6091476091476091
3385,male,0,30-45,professional,-0.05555555555555555
1045,male,0,30-45,masters,-0.07079646017699115
968,male,0,30-45,bachelors,0.6377440347071583
2658,male,0,30-45,bachelors,0.5502283105022832
1727,female,0,30-45,hs,0.2602739726027397
222,male,0,18-30,bachelors,0.22811059907834103
3823,male,1,18-30,bachelors,-0.15178571428571427
884,female,0,18-30,bachelors,0.3946784922394678
647,male,0,18-30,professional,-0.1894273127753304
3063,male,0,18-30,bachelors,0.4752941176470588
2452,male,0,18-30,professional,-0.08624708624708624
1243,female,0,30-45,masters,0.0
1423,male,0,30-45,hs,-0.08636363636363636
2616,female,0,45-60,hs,0.3758241758241758
2920,female,0,45-60,masters,0.36705882352941177
708,male,0,30-45,bachelors,0.192090395480226
640,male,1,18-30,hs,-0.1419068736141907
676,male,0,45-60,masters,0.28863636363636364
1432,female,1,30-45,bachelors,0.25925925925925924
2694,female,0,18-30,bachelors,0.3295194508009153
127,male,0,45-60,hs,0.6405228758169934
173,male,1,30-45,bachelors,0.11044776119402985
1040,female,0,30-45,professional,-0.11187214611872145
1759,female,0,30-45,bachelors,0.2049469964664311
755,male,0,18-30,bachelors,-0.004319654427645789
2438,male,0,45-60,bachelors,0.45047169811320753
4049,female,0,18-30,masters,0.12356979405034325
3997,female,0,30-45,masters,-0.12130177514792899
1077,male,0,30-45,hs,0.07058823529411765
3679,male,0,18-30,bachelors,0.764018691588785
3789,male,0,30-45,hs,0.08235294117647059
2566,male,0,30-45,professional,0.021164021164021163
2526,female,0,30-45,masters,0.25235849056603776
2121,male,0,18-30,hs,0.14285714285714285
1326,female,1,18-30,bachelors,-0.04740406320541761
1121,male,0,30-45,professional,0.11971830985915492
2778,female,1,30-45,bachelors,0.7142857142857143
322,female,0,30-45,hs,-0.015283842794759825
861,male,0,,professional,0.6666666666666666
3649,male,1,30-45,hs,0.07692307692307693
1053,male,0,45-60,bachelors,0.6651270207852193
758,male,0,30-45,doctorate,0.3785557986870897
1923,male,0,18-30,bachelors,0.6729411764705883
3759,male,0,30-45,bachelors,-0.023255813953488372
337,male,1,18-30,hs,0.36542669584245074
979,male,0,30-45,masters,0.7072072072072072
3293,male,0,45-60,bachelors,0.7783018867924528
1917,male,0,30-45,hs,-0.07816091954022988
3047,male,0,30-45,bachelors,-0.09490740740740741
1751,male,0,30-45,doctorate,0.4382284382284382
2814,male,0,18-30,hs,0.04728132387706856
915,male,0,30-45,bachelors,0.057534246575342465
1093,female,0,45-60,masters,-0.136986301369863
836,female,1,18-30,bachelors,0.6945054945054945
1003,male,0,18-30,professional,-0.11233480176211454
898,female,0,18-30,masters,0.2702078521939954
3062,male,0,18-30,bachelors,0.54
732,male,0,30-45,masters,-0.04925053533190578
603,male,0,30-45,bachelors,-0.08628318584070796
404,male,0,30-45,masters,-0.057692307692307696
671,female,0,30-45,masters,-0.032407407407407406
1644,male,0,18-30,hs,0.15876777251184834
1208,male,0,30-45,masters,0.21040189125295508
2322,male,0,30-45,masters,-0.11627906976744186
1265,male,0,30-45,bachelors,0.6872146118721462
187,male,0,30-45,bachelors,0.4824561403508772
2878,female,0,30-45,bachelors,-0.06712962962962964
1135,female,0,45-60,hs,-0.12296983758700696
4173,female,0,18-30,bachelors,0.2772020725388601
2895,male,0,30-45,professional,0.5261958997722096
535,male,0,30-45,bachelors,0.4344978165938865
899,female,1,18-30,professional,-0.10619469026548672
1661,male,0,30-45,bachelors,0.5938967136150235
2091,female,1,30-45,bachelors,0.5268065268065268
1188,male,0,18-30,hs,-0.060324825986078884
1770,male,0,Over 60,bachelors,-0.08366533864541832
3664,male,1,30-45,masters,0.08520179372197309
2704,female,0,45-60,bachelors,-0.1050228310502283
475,male,1,18-30,hs,-0.087527352297593
3004,male,0,45-60,bachelors,-0.08505747126436781
235,male,0,30-45,hs,0.7211981566820277
842,female,0,18-30,bachelors,0.3522975929978118
3725,male,0,18-30,bachelors,0.5384615384615384
1562,female,0,18-30,hs,0.117096018735363
3186,male,1,30-45,bachelors,0.8483412322274881
29,male,0,30-45,masters,0.08955223880597014
3439,female,0,30-45,bachelors,0.03488372093023256
2642,male,0,30-45,hs,0.8888888888888888
776,male,0,30-45,professional,0.4955947136563877
1237,female,0,18-30,bachelors,0.2844638949671772
2539,male,1,18-30,bachelors,0.12442396313364056
1086,male,0,45-60,bachelors,-0.032407407407407406
1034,female,0,30-45,bachelors,0.40271493212669685
2461,female,0,18-30,masters,0.5057471264367817
1037,female,0,45-60,hs,0.6396588486140725
63,female,0,18-30,masters,-0.13926940639269406
4157,female,0,Over 60,masters,-0.014150943396226415
459,female,0,45-60,masters,0.1606714628297362
1385,male,0,30-45,masters,0.17045454545454544
920,female,0,45-60,masters,0.5034965034965035
1760,female,0,Over 60,bachelors,0.05286343612334802
4193,female,0,30-45,bachelors,-0.07526881720430108
2830,female,1,30-45,hs,0.6643192488262911
1524,male,0,18-30,professional,0.09048723897911833
2893,male,0,18-30,bachelors,-0.02097902097902098
3366,male,1,45-60,masters,0.24148606811145512
3287,male,1,18-30,bachelors,-0.22742474916387959
3790,female,0,45-60,masters,0.7088235294117647
249,male,0,30-45,hs,-0.13626834381551362
1714,female,0,45-60,hs,0.07175925925925926
672,male,0,18-30,bachelors,0.08665105386416862
862,male,0,45-60,masters,0.6
3273,male,0,18-30,bachelors,-0.06666666666666667
3106,female,1,30-45,masters,0.125
1239,female,1,30-45,bachelors,0.002188183807439825
686,female,0,18-30,masters,-0.042316258351893093
3914,female,0,30-45,bachelors,0.5224586288416075
167,female,0,30-45,bachelors,-0.08731808731808732
1106,male,0,18-30,hs,0.04337899543378995
239,male,0,30-45,masters,0.15932914046121593
3289,male,1,18-30,bachelors,0.11538461538461539
1349,female,0,30-45,masters,-0.09490740740740741
3581,male,1,30-45,bachelors,-0.4813753581661891
723,female,0,30-45,bachelors,-0.07205240174672489
1965,male,0,30-45,masters,-0.18373493975903615
3519,male,0,18-30,bachelors,-0.10599078341013825
2161,male,0,30-45,hs,-0.11607142857142858
3143,male,1,Under 18,hs,0.2644927536231884
673,male,0,30-45,hs,0.672093023255814
35,male,0,30-45,masters,-0.04700854700854701
257,female,0,18-30,bachelors,0.18958333333333333
768,male,0,18-30,masters,0.6198704103671706
2813,male,1,30-45,masters,0.34545454545454546
2016,male,0,30-45,professional,0.07126436781609195
2507,female,0,30-45,masters,0.046620046620046623
31,male,0,30-45,masters,0.6608315098468271
3278,female,0,45-60,hs,0.1563517915309446
4209,male,0,45-60,hs,-0.34844868735083534
1725,female,0,30-45,professional,-0.0319634703196347
56,male,0,18-30,hs,-0.1949685534591195
982,male,0,18-30,bachelors,-0.08085106382978724
1744,male,1,18-30,hs,0.5217391304347826
1254,male,0,30-45,masters,-0.04861111111111111
1984,male,0,45-60,hs,0.3302540415704388
2671,female,0,45-60,hs,-0.05504587155963303
729,male,0,18-30,bachelors,-0.0022675736961451248
1174,female,0,30-45,professional,-0.0472972972972973
470,male,0,18-30,bachelors,0.567032967032967
3667,male,0,Under 18,bachelors,0.3372093023255814
2125,female,0,30-45,bachelors,0.5614849187935035
2621,male,0,30-45,professional,0.15898617511520738
202,male,0,18-30,professional,0.8237885462555066
2908,male,0,18-30,hs,0.45754716981132076
3327,male,0,45-60,masters,-0.05865102639296188
3527,female,0,30-45,masters,0.05825242718446602
2809,male,0,18-30,bachelors,0.2792022792022792
1557,male,0,30-45,professional,0.034722222222222224
61,male,0,18-30,hs,0.16775599128540306
461,male,1,18-30,hs,-0.02510460251046025
4050,male,0,45-60,masters,0.43951612903225806
2038,female,0,30-45,bachelors,0.3967889908256881
326,male,0,30-45,some,-0.13157894736842105
4062,female,1,30-45,some,0.7833333333333333
2154,female,1,30-45,hs,0.7380952380952381
3315,male,1,18-30,masters,-0.15668202764976957
2826,male,0,18-30,professional,0.7731481481481481
281,female,0,30-45,bachelors,0.3347107438016529
2596,male,0,18-30,professional,0.5159090909090909
4006,female,0,30-45,bachelors,0.7777777777777778
103,female,0,30-45,some,-0.11160714285714286
1052,male,0,18-30,hs,0.5107758620689655
1421,male,0,18-30,bachelors,0.7465437788018433
3677,male,0,18-30,hs,-0.12093023255813953
2646,female,0,30-45,bachelors,0.05263157894736842
135,male,0,30-45,hs,0.432258064516129
3730,male,0,45-60,masters,0.0
3687,male,1,45-60,bachelors,0.004662004662004662
2360,male,0,30-45,bachelors,0.24355971896955503
2909,male,0,45-60,masters,0.21749408983451538
2202,male,0,18-30,bachelors,0.5115740740740741
1209,male,0,30-45,masters,-0.168141592920354
303,male,0,30-45,bachelors,0.09307359307359307
54,female,0,30-45,hs,0.09355509355509356
117,female,0,30-45,bachelors,0.010526315789473684
1030,female,0,45-60,bachelors,0.2641509433962264
1456,male,0,30-45,masters,0.34660421545667447
1218,male,0,18-30,bachelors,0.06696428571428571
1932,male,0,30-45,professional,0.21839080459770116
1013,female,1,Over 60,professional,0.37236533957845436
2584,female,0,30-45,professional,0.26540284360189575
113,female,0,30-45,masters,-0.1391304347826087
2868,female,0,45-60,hs,-0.16751269035532995
739,male,0,30-45,masters,-0.14132762312633834
27,female,0,45-60,masters,0.4789356984478936
3947,female,0,45-60,hs,0.4397905759162304
2249,female,0,30-45,masters,0.006944444444444444
3363,male,1,30-45,bachelors,0.4637002341920375
0,male,0,30-45,professional,-0.20876826722338204
747,female,0,18-30,professional,-0.11471861471861472
1545,female,1,45-60,professional,0.3333333333333333
2754,female,0,30-45,masters,0.5341176470588235
3778,male,1,30-45,hs,0.7240566037735849
1573,female,0,18-30,professional,-0.02403846153846154
2069,male,0,30-45,professional,-0.0944700460829493
375,male,0,30-45,hs,-0.016736401673640166
4204,male,0,45-60,professional,0.44
541,female,0,30-45,bachelors,-0.10609480812641084
1690,male,0,18-30,hs,-0.0069124423963133645
53,female,0,45-60,bachelors,0.22483940042826553
1458,female,0,30-45,hs,0.347926267281106
140,female,0,18-30,hs,-0.033542976939203356
887,female,0,45-60,hs,0.12669683257918551
2540,male,0,30-45,bachelors,0.22401847575057737
1098,female,1,45-60,hs,0.5976744186046512
1128,male,0,18-30,bachelors,0.10375275938189846
3502,female,0,30-45,masters,0.5915492957746479
4137,female,1,18-30,bachelors,-0.6894117647058824
353,male,0,30-45,hs,-0.08064516129032258
2199,male,0,18-30,professional,0.16129032258064516
2733,male,0,30-45,bachelors,0.33410672853828305
92,male,0,45-60,hs,0.6203904555314533
2594,male,0,30-45,masters,0.7453271028037384
1459,male,0,30-45,masters,-0.14349775784753363
3298,female,0,30-45,masters,0.22119815668202766
199,male,0,30-45,masters,0.0063025210084033615
1157,female,0,18-30,hs,0.07207207207207207
1333,male,0,18-30,some,0.584070796460177
2876,male,0,30-45,bachelors,-0.06912442396313365
3870,male,0,45-60,hs,-0.07766990291262135
595,male,0,18-30,professional,0.19957983193277312
680,male,0,18-30,masters,-0.06074766355140187
2774,male,1,18-30,professional,-0.16548463356973994
2500,male,0,18-30,professional,-0.025522041763341066
290,male,0,18-30,masters,0.046460176991150445
4143,female,1,18-30,masters,-0.023923444976076555
1594,male,0,18-30,bachelors,-0.00468384074941452
3672,male,0,30-45,professional,0.0625
1880,female,0,Over 60,masters,0.21839080459770116
3240,male,1,18-30,bachelors,0.5971563981042654
3770,male,0,30-45,hs,-0.07692307692307693
1009,male,0,18-30,bachelors,0.0023584905660377358
196,male,0,30-45,hs,0.6096491228070176
2554,male,0,30-45,masters,0.6232876712328768
1334,male,0,,bachelors,0.11214953271028037
2800,female,1,30-45,hs,0.3584905660377358
1890,female,0,Over 60,some,0.10079575596816977
3549,female,0,30-45,masters,0.3446327683615819
1299,female,0,30-45,masters,0.19505494505494506
378,male,0,,bachelors,0.7777777777777778
275,female,0,30-45,hs,0.4826086956521739
218,female,0,45-60,masters,0.47391304347826085
